"departement","begrotingsstaten","begrotingshoofdstuk_R","begroting","naam_agentschap","Agentschap","Jaar","Dep.","FTE (in aantallen)","Immateriële vaste activa","Materiële vaste activa","Financiële vaste activa","Vaste activa","Voorraden + OHW","Debiteuren + Nog te ontvangen","Liquide middelen","Vlottende activa","Totaal activa","Exploitatie reserve","Verplichte / Bestemmings-reserve","Onverdeeld resultaat","Eigen vermogen","Voorzieningen","Leningen FIN","Crediteuren + Kortlopende schulden","Totaal passiva","Omzet moeder departement","Omzet overige departementen","Omzet derden","Omzet","Diverse opbrengsten","Rentebaten","Vrijval voorzieningen","Bijzondere baten","Baten","Personele kosten","Materiële kosten","Apparaats-uitgaven","Afschrijving","Diverse lasten","Dotatie voorzieningen","Rentelasten","Bijzondere lasten","Lasten","Resultaat"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Rijkswaterstaat","RWS","2015","IenM","8368","4488","186028","63000","253516","8614189","84573","462945","9161707","9415223","86269","0","0","86269","80246","130335","9117038","9413888","2224488","61005","159464","2444957","0","156","21880","3484","2470477","775035","226783","1001818","34811","1362290","64310","4562","1351","2469142","1335"
"Onderwijs, Cultuur en Wetenschap","VIII, Onderwijs, Cultuur en Wetenschap","VIII","Onderwijs, Cultuur en Wetenschap","Dienst Uitvoering Onderwijs","DUO","2015","OCW","1783","1563","18138","0","19701","0","10184","45515","55699","75400","6398","0","0","6398","4614","314","63876","75202","273502","26730","12988","313220","0","2","0","0","313222","155261","148171","303432","7768","0","1800","24","0","313024","198"
"Onderwijs, Cultuur en Wetenschap","VIII, Onderwijs, Cultuur en Wetenschap","VIII","Onderwijs, Cultuur en Wetenschap","Nationaal Archief","NA","2015","OCW","197","6704","0","0","6704","0","2025","31973","33998","40702","1600","0","0","1600","464","860","37719","40643","42045","400","1191","43636","-8869","4","14","0","34785","16556","16671","33227","1235","0","243","21","0","34726","59"
"Sociale Zaken en Werkgelegenheid","XV, Sociale Zaken en Werkgelegenheid","XV","Sociale Zaken en Werkgelegenheid","Agentschap SZW","ASZW","2015","SZW","148","1526","2","0","1528","0","624","2231","2855","4383","1017","0","0","1017","14","0","3588","4619","13729","2814","0","16543","0","0","0","0","16543","11981","4016","15997","782","0","0","0","0","16779","-236"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Centraal Justitieel Incassobureau","CJIB","2015","VenJ","892","3023","24590","0","27613","0","3603","27628","31231","58844","1144","0","0","1144","2701","28405","24665","56915","109099","985","13803","123887","0","0","612","0","124499","77850","27616","105466","5702","10331","0","336","735","122570","1929"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Dienst Justitiële Inrichtingen","DJI","2015","VenJ","14049","13753","109282","0","123035","4371","206874","321618","532863","655898","15","0","0","15","171966","37125","385312","594418","2167396","5284","93939","2266619","0","38","7339","41364","2315360","969242","1102699","2071941","37412","0","135093","1372","8061","2253879","61481"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Immigratie- en Naturalisatiedienst","IND","2015","VenJ","2902","49751","8544","0","58295","1724","10212","83031","94967","153262","2969","0","0","2969","5061","41790","98684","148504","352235","0","56150","408385","0","1","641","217","409244","250315","76351","326666","5757","66924","5029","111","0","404487","4757"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Justitiële Uitvoeringsdienst Toetsing, Integriteit, Screening","Justis","2015","VenJ","230","0","0","0","0","0","1948","6756","8704","8704","827","0","0","827","0","0","5479","6306","14469","560","22098","37127","0","0","0","0","37127","19003","15724","34727","0","0","0","0","0","34727","2400"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Nederlands Forensisch Instituut","NFI","2015","VenJ","515","0","11603","0","11603","0","4256","14242","18498","30101","2751","0","0","2751","6729","10411","13481","33372","71525","887","7711","80123","0","0","371","436","80930","43175","31177","74352","3904","0","5718","145","82","84201","-3271"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Agentschap College ter Beoordeling van Geneesmiddelen","ACBG","2015","VWS","288","200","2146","0","2346","0","4938","17070","22008","24354","1733","0","0","1733","0","0","17428","19161","192","683","45867","46742","0","7","0","0","46749","26110","12987","39097","1749","710","0","0","0","41556","5193"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","CIBG","CIBG","2015","VWS","228","16603","17","0","16620","1096","5851","8009","14956","31576","2079","0","0","2079","0","57","29303","31439","22860","4835","21436","49131","0","1","0","0","49132","20346","25332","45678","3312","0","0","5","0","48995","137"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Rijksinstituut voor Volksgezondheid en Milieu","RIVM","2015","VWS","1487","18","4712","0","4730","27003","26922","57763","111688","116418","8897","0","0","8897","7755","0","94141","110793","245963","70500","19461","335924","0","1","913","0","336838","122527","204414","326941","3236","1035","0","0","0","331212","5626"
