Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, KB voor II t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,Naam_Begroting,Naam_artikel
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,J,35.2,Uitvoering jeugdbescherming ,Bijdragen aan medeoverheden ,,,302406,282984,1248,1480,1480,1480,1480,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Bijdragen aan medeoverheden ,Bureaus jeugdzorg - jeugdbescherming,,302406,281766,0,0,0,0,0,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Bijdragen aan medeoverheden ,BES Voogdijraad,,0,1218,1248,1480,1480,1480,1480,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,J,35.2,Uitvoering jeugdbescherming ,Bijdragen aan ZBO’s /RWT’s ,,,29567,4518,2772,2670,2542,2492,2492,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Bijdragen aan ZBO’s /RWT’s ,Landelijk Bureau Inning Onderhoudsbijdrage (LBIO),,4066,4518,2772,2670,2542,2492,2492,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Bijdragen aan ZBO’s /RWT’s ,NIDOS - opvang,,25501,0,0,0,0,0,0,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,J,35.2,Uitvoering jeugdbescherming ,Opdrachten,,,3771,2644,1277,689,847,1602,1602,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Opdrachten,Jeugdbescherming - Regeling tegemoetkoming adoptiekosten,,1576,500,900,0,0,0,0,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Opdrachten,Stelsel Jeugdzorg,,192,2100,100,418,526,1285,1285,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Opdrachten,Bestrijding huiselijke geweld en kindermisbruik,,2003,44,277,271,321,317,317,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,J,35.2,Uitvoering jeugdbescherming ,Subsidies,,,3812,6054,4893,4873,2706,2838,2838,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,N,35.2,Uitvoering jeugdbescherming ,Subsidies,Jeugdbescherming,,3812,6054,4893,4873,2706,2838,2838,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,J,35.2,Uitvoering jeugdbescherming ,,,,339556,296200,10190,9712,7575,8412,8412,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,U,J,,,,,,840364,728207,372566,349245,327793,325156,325722,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,V,J,,,,,,821589,728207,372566,349245,327793,325156,325722,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,O,J,,,,,,13082,4678,1487,1487,1487,1487,1487,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,35,,Jeugd,Beleidsartikel,J,Programma,O,N,,,,,,13082,4678,1487,1487,1487,1487,1487,VI_Veiligheid en Justitie,35_Jeugd
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan agentschappen ,,,0,320,320,320,320,320,320,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan agentschappen ,Overige bijdragen Agentschappen,,0,320,320,320,320,320,320,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan medeoverheden ,,,137991,182596,180365,180261,180125,180053,180053,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan medeoverheden ,Brede Doeluitkering Rampenbestrijding (BDuR),,128462,176957,175225,175227,175227,175208,175208,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan medeoverheden ,Overig Nationale Veiligheid en terrorismebestrijding,,9529,5639,5140,5034,4898,4845,4845,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan ZBO’s /RWT’s ,,,36565,30804,30807,29999,28963,28553,28553,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Bijdragen aan ZBO’s /RWT’s ,Instituut Fysieke Veiligheid (IFV),,36565,30804,30807,29999,28963,28553,28553,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.2,Nationale Veiligheid en terrorismebestrijding,Opdrachten,,,19073,23798,20353,19956,19853,19323,19323,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Opdrachten,Project NL-Alert,,3254,5931,5931,5931,5931,5931,5931,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Opdrachten,Opdrachten NCSC,,4489,3634,3628,3627,3622,3621,3621,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Opdrachten,Overig terrorismebestrijding,,2556,4407,500,0,0,0,0,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Opdrachten,Overig Nationale Veiligheid,,8774,9826,10294,10398,10300,9771,9771,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.2,Nationale Veiligheid en terrorismebestrijding,Subsidies,,,5916,4392,5055,4996,4920,4889,4889,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Subsidies,Nederlands Rode Kruis,,1827,1693,1693,1693,1693,1693,1693,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Subsidies,Nationaal Veiligheids Instituut,,934,1305,1305,1305,1305,1305,1305,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Subsidies,Onderwijs Veiligheidsregio's,,250,0,0,0,0,0,0,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.2,Nationale Veiligheid en terrorismebestrijding,Subsidies,Overig Nationale Veiligheid en terrorismebestrijding,,2905,1394,2057,1998,1922,1891,1891,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.2,Nationale Veiligheid en terrorismebestrijding,,,,199545,241910,236900,235532,234181,233138,233138,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.3,Onderzoeksraad voor Veiligheid,Bijdragen aan ZBO’s /RWT’s ,,,11223,11152,11152,11481,11106,11069,11069,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,N,36.3,Onderzoeksraad voor Veiligheid,Bijdragen aan ZBO’s /RWT’s ,Onderzoeksraad voor Veiligheid,,11223,11152,11152,11481,11106,11069,11069,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,36.3,Onderzoeksraad voor Veiligheid,,,,11223,11152,11152,11481,11106,11069,11069,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,V,J,,,,,,284113,253062,248052,247013,245287,244207,244207,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,"91,99%",Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,U,J,,,,,,210768,253062,248052,247013,245287,244207,244207,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,O,J,,,,,,212,0,0,0,0,0,0,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,36,,Contraterrorisme en Nationaal Veiligheidsbeleid,Beleidsartikel,N,Programma,O,N,,,,,,212,0,0,0,0,0,0,VI_Veiligheid en Justitie,36_Contraterrorisme en Nationaal Veiligheidsbeleid
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.3,Terugkeer,Bijdragen aan agentschappen ,,,7700,8399,8400,8400,8400,8400,8400,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.3,Terugkeer,Bijdragen aan agentschappen ,DJI (DVenO),,7700,8399,8400,8400,8400,8400,8400,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.3,Terugkeer,Opdrachten,,,11545,13086,12856,13128,13064,12977,12977,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.3,Terugkeer,Opdrachten,Vreemdelingen vertrek,,11545,13086,12856,13128,13064,12977,12977,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.3,Terugkeer,Subsidies,,,6600,6624,6424,6323,6303,6303,6303,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.3,Terugkeer,Subsidies,REAN-regeling,,6600,6624,6424,6323,6303,6303,6303,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.3,Terugkeer,,,,25845,28109,27680,27851,27767,27680,27680,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.2,"Toegang, toelating en opvang vreemdelingen",Bijdragen aan agentschappen ,,,312131,299782,278503,267887,253681,248108,248108,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Bijdragen aan agentschappen ,Immigratie- en Naturalisatiedienst,,312131,299782,278503,267887,253681,248108,248108,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.2,"Toegang, toelating en opvang vreemdelingen",Bijdragen aan ZBO’s /RWT’s ,,,388752,808616,423224,421352,390835,387885,387885,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Bijdragen aan ZBO’s /RWT’s ,Centraal Orgaan opvang asielzoekers (COA),,388752,782826,399951,398917,369507,366978,366978,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Bijdragen aan ZBO’s /RWT’s ,Nidos-opvang,,0,25790,23273,22435,21328,20907,20907,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.2,"Toegang, toelating en opvang vreemdelingen",Opdrachten,,,18824,24202,20239,16938,8324,8280,8280,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Opdrachten,Biometrie,,1188,6983,2504,501,501,501,501,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Opdrachten,Vernieuwing Grensmanagement,,4041,1218,160,160,160,160,160,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Opdrachten,Keteninformatisering,,13100,11427,14537,13242,4628,4584,4584,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Opdrachten,Versterking vreemdelingenketen,,495,4574,3038,3035,3035,3035,3035,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.2,"Toegang, toelating en opvang vreemdelingen",Subsidies,,,5877,6430,7384,7371,7361,7354,7354,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Subsidies,Vluchtelingenwerk Nederland (VWN) ,,5272,5768,5730,5721,5712,5705,5705,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,N,37.2,"Toegang, toelating en opvang vreemdelingen",Subsidies,"Overig toegang, toelating en opvang vreeemdelingen",,605,662,1654,1650,1649,1649,1649,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,U,J,37.2,"Toegang, toelating en opvang vreemdelingen",,,,725584,1139030,729350,713548,660201,651627,651627,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,V,J,,,,,,173932,1167139,757030,741399,687968,679307,679307,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,"98,24%",Vreemdelingen,Beleidsartikel,N,Programma,U,J,,,,,,751429,1167139,757030,741399,687968,679307,679307,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,O,J,,,,,,27466,10800,0,0,0,0,0,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,37,,Vreemdelingen,Beleidsartikel,N,Programma,O,N,,,,,,27466,10800,0,0,0,0,0,VI_Veiligheid en Justitie,37_Vreemdelingen
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,J,91.1,Apparaatsuitgaven Kerndepartement,Materiële uitgaven ,,,220965,197812,166398,168534,152718,149027,151017,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,N,91.1,Apparaatsuitgaven Kerndepartement,Materiële uitgaven ,Waarvan ICT,,23968,14434,10364,10210,10321,10288,9649,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,N,91.1,Apparaatsuitgaven Kerndepartement,Materiële uitgaven ,Waarvan bijdrage aan SSO’s,,159040,138508,107944,109222,94354,93203,95196,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,N,91.1,Apparaatsuitgaven Kerndepartement,Materiële uitgaven ,Waarvan overige materiële uitgaven,,37957,44870,48090,49102,48043,45536,46172,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,J,91.1,Apparaatsuitgaven Kerndepartement,Personele uitgaven,,,249780,255753,236640,227117,220998,218061,218061,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,N,91.1,Apparaatsuitgaven Kerndepartement,Personele uitgaven,Waarvan eigen personeel,,213215,212097,199151,190055,184418,181631,181631,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,N,91.1,Apparaatsuitgaven Kerndepartement,Personele uitgaven,Waarvan externe inhuur,,35407,40701,35031,30664,33222,34072,34072,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,N,91.1,Apparaatsuitgaven Kerndepartement,Personele uitgaven,Waarvan Overige personele uitgaven,,1158,2955,2458,6398,3358,2358,2358,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,U,J,,Apparaatsuitgaven Kerndepartement,,,,470745,453565,403038,395651,373716,367088,369078,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,V,J,,,,,,522949,443008,387481,387734,373159,366531,369078,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,O,J,,,,,,17223,2238,706,706,706,706,706,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,91,,Apparaatsuitgaven kerndepartement,Niet-beleidsartikel,N,Apparaat,O,N,,,,,,17223,2238,706,706,706,706,706,VI_Veiligheid en Justitie,91_Apparaatsuitgaven kerndepartement
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,92,,Nominaal en onvoorzien,Niet-beleidsartikel,N,Programma,V,J,,,,,,0,7260,2218,8904,5632,8115,9979,VI_Veiligheid en Justitie,92_Nominaal en onvoorzien
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,92,,Nominaal en onvoorzien,Niet-beleidsartikel,N,Programma,U,J,,,,,,0,7260,2218,8904,5632,8115,9979,VI_Veiligheid en Justitie,92_Nominaal en onvoorzien
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,92,,Nominaal en onvoorzien,Niet-beleidsartikel,N,Programma,U,N,,,,,,0,7260,2218,8904,5632,8115,9979,VI_Veiligheid en Justitie,92_Nominaal en onvoorzien
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,93,,Geheime uitgaven,Beleidsartikel,N,Programma,V,J,,,,,,3317,3057,3058,3058,3058,3058,3058,VI_Veiligheid en Justitie,93_Geheime uitgaven
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,93,,Geheime uitgaven,Beleidsartikel,N,Programma,U,J,,,,,,3317,3057,3058,3058,3058,3058,3058,VI_Veiligheid en Justitie,93_Geheime uitgaven
2015,VI,I.W. Opstelten,Veiligheid en Justitie,B,OWB,93,,Geheime uitgaven,Beleidsartikel,N,Programma,U,N,,,,,,3317,3057,3058,3058,3058,3058,3058,VI_Veiligheid en Justitie,93_Geheime uitgaven
