Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, K voor de Koning, KB voor I t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,7,,Kinderopvang,beleidsartikel ,N,Programma,O,N,,,,,Ontvangsten algemeen,"449,699","435,408","340,472","327,564","313,630","306,812","305,072",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,7,,Kinderopvang,beleidsartikel ,N,Programma,O,N,,,,,Werkgeversbijdrage Kinderopvang,"1,053,309","1,091,713","1,091,713","1,091,713","1,091,713","1,091,713","1,091,713",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,V,J,,,,,,"1,011,827","113,337","40,014","36,953","31,544","31,065","32,144",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,J,,,,,,"1,011,827","113,337","40,014","36,953","31,544","31,065","32,144",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,1,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,,,,,,,,,,,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,J,,,Inkomensoverdrachten,,,"1,011,606","113,087","40,014","36,953","31,544","31,065","32,144",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,MKOB,,"985,000","1,199",0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,Overbruggingsregeling,,"11,300","16,628","21,008","17,089","11,978","10,815","12,198",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,AOV (Caribisch Nederland),,"15,254","19,155","19,006","19,864","19,566","20,250","19,946",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,Tegemoetkoming AOW/Anw,,52,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,inkomensondersteuning AOW,,0,"76,105",0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,J,,,Opdrachten,,,221,250,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,U,N,,,Opdrachten,Opdrachten,,221,250,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,8,,Oudedagsvoorziening,beleidsartikel ,N,Programma,O,J,,,,,,"32,212",621,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,V,J,,,,,,864,"1,055","1,083","1,112","1,147","1,184","1,238",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,U,J,,,,,,864,"1,055","1,083","1,112","1,147","1,184","1,238",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,1,Nabestaanden,beleidsartikel ,N,Programma,U,N,,,,,,,,,,,,,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,U,J,,,Inkomensoverdrachten,,,864,"1,055","1,083","1,112","1,147","1,184","1,238",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,AWW (Caribisch Nederland),,864,"1,055","1,083","1,112","1,147","1,184","1,238",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,U,J,,,Opdrachten,,,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,U,N,,,Opdrachten,Opdrachten,,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,9,,Nabestaanden,beleidsartikel ,N,Programma,O,J,,,,,,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,V,J,,,,,,"4,441,886","5,311,167","5,329,468","5,302,483","5,285,071","5,266,157","5,248,384",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,J,,,,,,"4,441,886","5,311,167","5,329,468","5,302,483","5,285,071","5,266,157","5,248,384",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,1,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,N,,,,,,,,,,,,,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,J,,,Inkomensoverdrachten,,,"4,441,886","5,311,167","5,329,468","5,302,483","5,285,071","5,266,157","5,248,384",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,AKW,,"3,202,671","3,238,420","3,239,515","3,223,741","3,205,965","3,186,997","3,169,223",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,Kinderbijslag BES,,0,0,"1,740","1,740","1,740","1,740","1,740",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,WKB,,"1,213,415","2,063,241","2,088,213","2,077,002","2,077,366","2,077,420","2,077,421",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,TOG,,"21,900","5,464",0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,TOG-kopje,,"3,900","4,042",0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,10,,Tegemoetkoming ouders,beleidsartikel ,N,Programma,O,J,,,,,,"205,454","239,358","239,915","243,212","244,011","243,954","243,910",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,V,J,,,,,,"445,088","432,678","458,267","434,652","416,443","385,203","377,476",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,J,,,,,,"445,088","432,678","458,267","434,652","416,443","385,203","377,476",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,1,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,N,,,,,,,,,,,,,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,J,,,Bijdragen aan ZBO’s /RWT’s,,,"444,133","432,028","457,627","434,025","415,821","384,581","376,854",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,N,,,Bijdragen aan ZBO’s /RWT’s,Uitvoeringskosten UWV,,"339,747","323,929","346,966","326,110","308,323","283,785","278,034",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,N,,,Bijdragen aan ZBO’s /RWT’s,Uitvoeringskosten SVB,,"97,661","101,677","104,936","102,304","101,933","95,231","93,255",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,N,,,Bijdragen aan ZBO’s /RWT’s,Uitvoeringskosten IB,,"6,725","6,422","5,725","5,611","5,565","5,565","5,565",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,J,,,Bijdrage aan (inter-)nationale organisaties,,,955,650,640,627,622,622,622,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan (inter-)nationale organisaties,Landelijke Cliëntenraad,,955,650,640,627,622,622,622,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,11,,Uitvoeringskosten ZBO's en RWT's,beleidsartikel ,N,Programma,O,J,,,,,,"6,522","10,000",0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,V,J,,,,,,"11,353,370","13,205,037","13,147,314","13,378,898","13,511,495","13,725,374","13,941,118",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,J,,,,,,"11,353,370","13,205,037","13,147,314","13,378,898","13,511,495","13,725,374","13,941,118",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,1,Rijksbijdragen,beleidsartikel ,N,Programma,U,N,,,,,,,,,,,,,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,J,,,Bijdrage aan sociale fondsen,,,"11,353,370","13,205,037","13,147,314","13,378,898","13,511,495","13,725,374","13,941,118",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan sociale fondsen,in kosten heffingskortingen AOW,,"2,000,000","1,963,200","2,023,500","2,133,700","2,255,800","2,384,900","2,521,400",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan sociale fondsen,vermogenstekort Ouderdomsfonds,,"9,073,100","11,003,900","10,885,300","11,006,100","11,015,900","11,099,300","11,176,400",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan sociale fondsen,tegemoetkoming arbeidsongeschikten,,"208,480","171,600","171,557","172,360","173,302","174,853","177,100",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan sociale fondsen,tegemoetkoming Anw-gerechtigden,,"9,336","8,322","7,966","7,747","7,502","7,330","7,227",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan sociale fondsen,zwangere zelfstandigen,,"62,454","58,015","58,991","58,991","58,991","58,991","58,991",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,12,,Rijksbijdragen,beleidsartikel ,N,Programma,O,J,,,,,,169,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,V,J,,,,,,"97,515","147,044","144,278","138,627","131,926","129,989","129,989",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,,,,"94,761","147,044","144,278","138,627","131,926","129,989","129,989",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,0.74,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,,,,,,,,,,,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,Inkomensoverdrachten,,,"40,761","43,268","41,463","41,981","42,981","42,976","42,976",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,Remigratieregeling,,"39,266","42,768","41,463","41,981","42,981","42,976","42,976",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Inkomensoverdrachten,Inburgering en integratie,,"1,495",500,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,Subsidies,,,"8,504","6,992","5,940","5,940","5,032","5,032","5,032",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Subsidies,Kennisinfrastructuur,,"5,546","3,240","3,240","3,240","3,250","3,250","3,250",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,,LOM,,326,"1,373",0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,,Vluchtingenwerk,,"1,030","1,032","1,032","1,032","1,032","1,032","1,032",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,,Overige subsidies,,"1,602","1,347","1,668","1,668",750,750,750,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,Opdrachten,,,"12,504","17,414","20,764","22,540","15,760","13,828","13,828",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Opdrachten,Programma inburgering,,"10,804","15,714","19,064","20,840","14,060","12,128","12,128",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Opdrachten,Remigratie,,"1,700","1,700","1,700","1,700","1,700","1,700","1,700",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,Bijdrage aan agentschappen,,,"7,950","10,092","9,300","9,300","9,300","9,300","9,300",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan agentschappen,DUO,,"7,950","10,092","9,300","9,300","9,300","9,300","9,300",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,Bijdragen aan ZBO’s /RWT’s,,,"8,759","31,266","28,266","20,266","20,266","20,266","20,266",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Bijdragen aan ZBO’s /RWT’s,COA,,"8,759","31,266","28,266","20,266","20,266","20,266","20,266",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,J,,,Leningen,,,"16,283","38,012","38,545","38,600","38,587","38,587","38,587",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,U,N,,,Leningen,DUO,,"16,283","38,012","38,545","38,600","38,587","38,587","38,587",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,O,J,,,,,,"7,933","1,000",800,600,200,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,O,N,,,,,Ontvangsten algemeen,"6,466","1,000",800,600,200,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,13,,Integratie en maatschappelijke samenhang,beleidsartikel ,N,Programma,O,N,,,,,Leningen,"1,467",0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,V,J,,,,,,"256,278","295,728","261,914","261,223","254,226","283,125","282,848",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,J,,,,,,"250,857","295,013","262,254","261,598","254,226","283,125","282,848",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,J,,,Personele uitgaven,,,"179,912","185,984","195,845","201,965","195,394","224,149","223,540",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,N,,,Personele uitgaven,eigen personeel,,"173,719","178,228","190,743","196,860","190,252","219,009","218,400",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,N,,,Personele uitgaven,externe inhuur,,"3,470","4,947","2,369","2,405","2,455","2,455","2,455",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,N,,,Personele uitgaven,overig personeel,,"2,723","2,809","2,733","2,700","2,687","2,685","2,685",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,J,,,Materiële uitgaven,,,"70,945","109,029","66,409","59,633","58,832","58,976","59,308",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,N,,,Materiële uitgaven,ICT-uitgaven,,"13,004","11,698","11,831","11,743","11,794","11,794","11,794",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,N,,,Materiële uitgaven,bijdrage SSO's,,"46,394","82,636","41,121","35,269","34,719","34,816","34,926",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,U,N,,,Materiële uitgaven,overig materieel,,"11,547","14,695","13,457","12,621","12,319","12,366","12,588",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,96,,Apparaatsuitgaven kerndepartement,niet-beleidsartikel ,N,Apparaat,O,J,,,,,,"4,761","3,073","17,996","28,928","32,025","63,842","63,842",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,97,,Aflopende regelingen,beleidsartikel ,N,Programma,V,J,,,,,,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,97,,Aflopende regelingen,beleidsartikel ,N,Programma,U,J,,,,,,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,97,,Aflopende regelingen,beleidsartikel ,N,Programma,U,N,,,,,Programma uitgaven,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,97,,Aflopende regelingen,beleidsartikel ,N,Programma,U,N,,,,,Aflopende regelingen,0,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,97,,Aflopende regelingen,beleidsartikel ,N,Programma,O,J,,,,,,4,0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,V,J,,,,,,"42,548","34,778","47,231","42,086","38,755","44,377","39,861",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,,,,"39,442","34,985","47,231","42,086","38,755","44,377","39,861",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,Subsidies,,,244,100,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Subsidies,Subsidies,,244,100,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,Opdrachten,,,"14,271","15,555","26,584","25,355","23,964","24,186","24,186",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Opdrachten,Handhaving,,851,"2,893","14,061","14,152","13,810","14,010","14,010",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Opdrachten,Opdrachten overig,,"13,420","12,662","12,523","11,203","10,154","10,176","10,176",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,Bekostiging,,,"2,260","4,253","3,479","3,036","3,036","3,036","2,720",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Bekostiging,Uitvoeringskosten Caribisch Nederland,,"2,260","4,253","3,479","3,036","3,036","3,036","2,720",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,Bijdrage aan medeoverheden,,,"5,633",0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan medeoverheden,Verzameluitkering SZW,,"5,633",0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,Bijdrage aan agentschappen,,,"15,352","13,277","14,968","11,495","9,555","14,955","10,755",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan agentschappen,Agentschap SZW,,"14,898","12,860","14,459","10,990","9,050","14,450","10,250",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan agentschappen,Rijksdienst Ondernemend Nederland,,454,417,509,505,505,505,505,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,J,,,Bijdrage aan andere begrotingshoofdstukken,,,"1,682","1,800","2,200","2,200","2,200","2,200","2,200",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,U,N,,,Bijdrage aan andere begrotingshoofdstukken,Financiën,,"1,682","1,800","2,200","2,200","2,200","2,200","2,200",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,98,,Algemeen,beleidsartikel ,N,Programma,O,J,,,,,,"9,779",0,0,0,0,0,0,,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,99,,Nominaal en onvoorzien,beleidsartikel ,N,Programma,V,J,,,,,,0,"12,707","90,282","147,315","683,639","987,329","1,032,882",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,99,,Nominaal en onvoorzien,beleidsartikel ,N,Programma,U,J,,,,,,0,"12,707","90,282","147,315","683,639","987,329","1,032,882",,
2016,XV,L.F. Asscher,Sociale Zaken en Werkgelegenheid,B,OWB,99,,Nominaal en onvoorzien,beleidsartikel ,N,Programma,U,J,,,,Overige beleidsuitgaven,,0,"12,707","90,282","147,315","683,639","987,329","1,032,882",,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,,Duurzame handel en investeringen  ,beleidsartikel ,N,Programma,V,J,,,,,,"756,071","328,239","325,230","110,621","117,386","95,386","95,386",,
2016,XVII,E.M.J. Ploumen,Buitenlandse Handel en Ontwikkelingssamenwerking,B,OWB,1,89%,Duurzame handel en investeringen  ,beleidsartikel ,N,Programma,U,J,,,,,,"391,412","518,825","582,187","757,634","426,453","426,453","426,453",,
