Begrotingsjaar,Begrotings hoofdstuk,Verantwoordelijke minister,Naam Begroting,"Type Begroting (zie rbv voor definitie, K voor de Koning, KB voor I t/m IV, B voor begroting, F voor Fonds)","Begrotingsfase OWB=ontwerpbegroting/VB=vastgestelde begroting,1stesup stand, 2de sup stand, JV jaarverslag stand, SW slotwet stand)",Artikel nummer zoals in het witte stuk,% Juridisch verplicht,Omschrijving artikel,Type Artikel,Indicatie grote uitvoerende dienst op artikel. Zie rbv voor definitie,Programma of Apparaat,V/U/O (Verplichtingen/Uitgaven/Ontvangsten),Indicatie totaal regel J/N,Nr. onderverdeling zoals in de witte stukken,Beleidsmatige clustering,Financieel instrument/Apparaat,"Uitsplitsing fin.instrument cq apparaat zoals in b-tabel staat opm: vul de uitsplitsing aan met een regel overig fin.instrument, zie rbv 1.33d toelichting regel 4. Dit geldt ook voor apparaat",Nadere omschrijving zoals in b-tabel staat,Bedrag t-2,Bedrag t-1,Bedrag t,Bedrag t+1,Bedrag t+2,Bedrag t+3,Bedrag t+4,,
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,18,,Overige uitgaven en ontvangsten,Beleidsartikel,N,Programma,U,N,18.11.02,Beleidsruimte,,,,0,0,0,0,0,0,0,A_Infrastructuurfonds,18_Overige uitgaven en ontvangsten
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,18,,Overige uitgaven en ontvangsten,Beleidsartikel,N,Programma,U,N,18.12.01,Beheer en onderhoud,,,,0,0,0,0,0,0,0,A_Infrastructuurfonds,18_Overige uitgaven en ontvangsten
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,18,,Overige uitgaven en ontvangsten,Beleidsartikel,N,Programma,U,N,18.12.02,Vervanging,,,,0,0,0,0,0,0,0,A_Infrastructuurfonds,18_Overige uitgaven en ontvangsten
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,18,,Overige uitgaven en ontvangsten,Beleidsartikel,N,Programma,U,N,18.13,Tol gefinancierde uitgaven,,,,0,0,0,0,0,"18,251","18,251",A_Infrastructuurfonds,18_Overige uitgaven en ontvangsten
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,18,,Overige uitgaven en ontvangsten,Beleidsartikel,N,Programma,U,N,18.14,Minregel: rentevrijval,,,,0,0,0,0,0,0,0,A_Infrastructuurfonds,18_Overige uitgaven en ontvangsten
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,18,,Overige uitgaven en ontvangsten,Beleidsartikel,N,Programma,U,N,18.15,Ramingsbijstelling en kasschuif,,,,0,0,"-40,000","40,000",0,0,0,A_Infrastructuurfonds,18_Overige uitgaven en ontvangsten
2016,A,M.H. Schultz van Haegen-Maas Geesteranus,Infrastructuurfonds,F,OWB,19,,Bijdragen andere begrotingen Rijk,Beleidsartikel,N,Programma,O,N,19.09,Ten laste van begroting IenM,,,,"5,834,916","4,823,705","5,355,569","5,702,361","5,697,414","5,730,721","5,808,303",A_Infrastructuurfonds,19_Bijdragen andere begrotingen Rijk
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,V,J,,,,,,,"27,027,397","26,631,140","26,216,258","25,995,536","25,860,256","25,678,203",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,100%,Gemeentefonds,beleidsartikel,N,,U,J,,,,,,,"27,027,397","26,631,140","26,216,258","25,995,536","25,860,256","25,678,203",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Opdrachten,Kosten Financiële-verhoudingswet,,,"2,684","1,711","1,961","1,961","1,961","1,961",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan ZBO's/RWT's,Kosten Waarderingskamer,,,"1,985","2,118","1,985","1,985","1,985","1,985",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,J,,,Bijdragen aan (inter-)nationale organisaties,,,,"84,341","74,015","21,373","20,373","20,373","20,373",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan (inter-)nationale organisaties,Budget A+O-fonds,,,"6,449","6,610","6,610","6,610","6,610","6,610",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan (inter-)nationale organisaties,Bijdrage aan VNG ,,,"70,428","59,941","7,299","6,299","6,299","6,299",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan (inter-)nationale organisaties,Bijdrage aan KING,,,"7,464","7,464","7,464","7,464","7,464","7,464",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,J,,,Bijdragen aan medeoverheden,,,,"26,959,727","26,553,296","26,190,939","25,971,217","25,835,937","25,653,884",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Algemene uitkering ca en de aanvullende uitkeringen,,,"14,578,564","14,711,454","14,674,296","14,630,923","14,579,515","14,510,515",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Integratie-uitkeringen overig,,,"1,305,457","1,184,634","1,224,622","1,229,045","1,229,126","1,229,126",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Decentralisatie-uitkeringen,,,"919,790","822,036","644,816","629,010","629,010","629,010",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Integratie-uitkeringen sociaal domein,,,"10,155,916","9,835,172","9,647,205","9,482,239","9,398,286","9,285,233",,
2016,B,R.H.A. Plasterk,Gemeentefonds,F,OWB,1,,Gemeentefonds,beleidsartikel,N,,O,J,,,,,,,"27,048,660","26,631,140","26,216,258","25,995,536","25,880,256","25,678,203",,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,V,J,,,,,,,"1,077,509","2,160,334","2,150,390","1,994,580","1,988,661","1,982,302",,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,100%,Provinciefonds,beleidsartikel,N,,U,J,,,,,,,"1,077,398","2,160,334","2,150,390","1,994,580","1,988,661","1,982,302",,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,U,N,,,Opdrachten,Kosten Financiële-verhoudingswet,,,200,100,100,100,100,100,,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,U,J,,,Bijdragen aan medeoverheden,,,,"1,077,198","2,160,234","2,150,290","1,994,480","1,988,561","1,982,202",,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Algemene uitkering ca en de aanvullende uitkeringen,,,"251,635","595,313","590,387","579,537","574,672","569,678",,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Integratie-uitkeringen,,,0,0,0,0,0,0,,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,U,N,,,Bijdragen aan medeoverheden,Decentralisatie-uitkeringen,,,"825,563","1,564,921","1,559,903","1,414,943","1,413,889","1,412,524",,
2016,C,R.H.A. Plasterk,Provinciefonds,F,OWB,1,,Provinciefonds,beleidsartikel,N,,O,J,,,,,,,"1,077,398","2,160,334","2,150,390","1,994,580","1,988,661","1,982,302",,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,100%,BES-fonds,beleidsartikel,N,Programma,V,J,,,,,,"38,786","34,020","33,409","32,650","32,741","32,756","32,756",,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,J,,,,,,"38,686","34,020","33,409","32,650","32,741","32,756","32,756",,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,J,1,BES-fonds,,,,"38,686","34,020","33,409","32,650","32,741","32,756","32,756",,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,J,1,BES-fonds,Opdrachten,,,0,100,100,100,100,100,100,,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,N,1,BES-fonds,Opdrachten,Onderzoek,,0,100,100,100,100,100,100,,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,J,1,BES-fonds,Bijdrage aan medeoverheden,,,"38,686","33,920","33,309","32,550","32,641","32,656","32,656",,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,N,1,BES-fonds,Bijdrage aan medeoverheden,Overige uitkering,,0,60,60,0,0,0,0,,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,U,N,1,BES-fonds,Bijdrage aan medeoverheden,Vrije uitkering,,"38,686","33,860","33,249","32,550","32,641","32,656","32,656",,
2016,H,R.H.A. Plasterk,BES-fonds,F,OWB,1,,BES-fonds,beleidsartikel,N,Programma,O,J,,,,,,"38,686","34,020","33,409","32,650","32,741","32,756","32,756",,
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,100%,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0101,Programma HWBP waterschapsprojecten,,,,298717,176081,301396,266001,154565,79546,87390,J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0102,Programma HWBP rijksprojecten,,,,"5,677","7,217","5,900","17,600","58,900","52,800","30,359",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0103,Ruimte voor de Rivier,,,,"373,128","377,509","227,930","78,725","71,983","94,882","67,127",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0104,Maaswerken,,,,"22,524","21,912","32,123","23,089","23,089","23,089","91,064",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0201,Verk. en planstudieprogr. waterveiligheid,,,,"2,850","11,848","27,916","25,097","35,135","20,077","15,204",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0202,Realisatieprogramma waterveiligheid,,,,"112,397","138,074","56,892","181,067","286,617","363,237","232,936",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0301,Studie en onderzoekskosten DP (MIRT-onderz.),,,,"6,287","7,661","8,955","7,205",400,400,350,J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,U,N,01u0302,Overige studiekosten,,,,0,0,0,0,0,0,0,J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,100%,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,U,N,02u0102,Realisatieprogramma waterkwantiteit,,,,0,0,0,0,0,0,0,J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,U,N,02u0201,Verkenningen en planuitwerking zoetwatervoorziening,,,,"1,435","1,277",0,"9,500",0,0,0,J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,U,N,02u0202,Realisatieprogramma zoetwatervoorziening,,,,0,"12,427","47,293","34,494","24,749","30,385","30,833",J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,U,N,02u0301,Studie en onderzoekskosten DP (MIRT-onderz.),,,,"3,191","2,315","2,310","2,235","1,585","1,585","1,585",J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,U,N,02u0302,Overige studiekosten,,,,0,0,0,0,0,0,0,J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,3,90%,"Beheer, onderhoud en vervanging",Beleidsartikel,N,Programma,U,N,03u0101,Watermanagement,,,,"11,530","7,764","6,991","6,989","6,989","6,989","6,989",J_Deltafonds,"3_Beheer, onderhoud en vervanging"
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,3,,"Beheer, onderhoud en vervanging",Beleidsartikel,N,Programma,U,N,03u0201,Waterveiligheid,,,,"133,896","118,938","144,667","101,778","103,121","96,398","69,707",J_Deltafonds,"3_Beheer, onderhoud en vervanging"
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,3,,"Beheer, onderhoud en vervanging",Beleidsartikel,N,Programma,U,N,03u0202,Zoetwatervoorziening,,,,"24,694","17,446","17,416","11,614","17,409","17,416","17,409",J_Deltafonds,"3_Beheer, onderhoud en vervanging"
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,3,,"Beheer, onderhoud en vervanging",Beleidsartikel,N,Programma,U,N,03u0203,Vervanging ,,,,"4,415","21,364","37,263","20,704","20,704","20,682","3,807",J_Deltafonds,"3_Beheer, onderhoud en vervanging"
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,4,0%,Experimenteren cf. art. III Deltawet,Beleidsartikel,N,Programma,U,N,04u0101,Experimenteerprojecten,,,,"30,000",0,0,0,0,0,0,J_Deltafonds,4_Experimenteren cf. art. III Deltawet
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,75%,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,U,N,05u0101,Staf Deltacommissaris,,,,"1,812","2,066","1,826","1,775","1,725","1,725","1,725",J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,U,N,05u0102,Apparaatskosten RWS,,,,"183,195","179,053","212,821","204,385","207,431","205,109","203,269",J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,U,N,05u0201,Overige netwerkgebonden uitgaven,,,,"50,034","66,744","71,318","65,604","65,586","65,231","65,238",J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,U,N,05u0202,Staf Deltacommissaris,,,,"1,589","1,880","1,961","1,961","1,961","1,961","1,961",J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,U,N,05u0301,Programmaruimte,,,,0,0,"-17,863",0,0,0,0,J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,U,N,05u0302,Beleidsruimte,,,,0,0,0,0,0,0,0,J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,7,100%,Investeren in waterkwaliteit,Beleidsartikel,N,Programma,U,N,07u0101,Real.progr.Kaderrichtlijn water,,,,0,"39,980","22,217","25,738","37,182","53,489","80,050",J_Deltafonds,7_Investeren in waterkwaliteit
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,7,,Investeren in waterkwaliteit,Beleidsartikel,N,Programma,U,N,07u0201,Overige waterkwaliteitsprojecten,,,,0,"7,973","2,130","3,276",767,767,"20,889",J_Deltafonds,7_Investeren in waterkwaliteit
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,O,N,01o0901,Ontvangsten HWBP-2 waterschapsprojecten,,,,"124,477","170,973","152,320","158,543","114,584","113,045","104,103",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,O,N,01o0902,Overige ontvangsten,,,,"1,056",0,0,0,0,0,0,J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,O,N,01o0903,Ontvangsten nHWBP,,,,"6,176","9,042","29,000","22,369","57,191","58,413","65,539",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,O,N,01o0904,Overige ontvangsten nHWBP,,,,0,0,0,0,0,0,0,J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,O,N,01o0905,Overige ontvangsten,,,,"19,311","18,944","5,630","5,000","20,000","10,000",0,J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,O,N,02o0901,Ontv. Zoetwatervoorz.,,,,"1,049","3,199","4,859",0,0,0,0,J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,O,N,05o1001,Saldo van afgesloten rekeningen,,,,"2,070","-37,943",0,0,0,0,0,J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,6,100.00%,Bijdragen ten laste van Hoofdstuk XII,Beleidsartikel,N,Programma,O,N,06o0901,Bijdragen Deltafonds ten laste van Hoofdstuk XII,,,,"1,075,289","1,055,314","1,019,652","902,925","928,123","954,310","858,250",J_Deltafonds,6_Bijdragen ten laste van Hoofdstuk XII
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,1,,Investeren in waterveiligheid,Beleidsartikel,N,Programma,V,N,1,Investeren in waterveiligheid,,,,"622,126","809,183","1,014,493","490,696","465,276","451,353","286,266",J_Deltafonds,1_Investeren in waterveiligheid
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,2,,Investeren in zoetwatervoorziening,Beleidsartikel,N,Programma,V,N,2,Investeren in zoetwatervoorziening,,,,"3,870","13,409","41,620","51,861","26,334","31,968","32,418",J_Deltafonds,2_Investeren in zoetwatervoorziening
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,3,,"Beheer, onderhoud en vervanging",Beleidsartikel,N,Programma,V,N,3,"Beheer, onderhoud en vervanging",,,,"190,093","178,891","268,257","133,793","133,929","125,848","89,440",J_Deltafonds,"3_Beheer, onderhoud en vervanging"
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,4,,Experimenteren cf. art. III Deltawet,Beleidsartikel,N,Programma,V,N,4,Experimenteerprojecten,,,,"30,000",0,0,0,0,0,0,J_Deltafonds,4_Experimenteren cf. art. III Deltawet
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,5,,Netwerkgebonden kosten en overige uitgaven,Beleidsartikel,N,Programma,V,N,5,Netwerkgebonden kosten en overige uitgaven,,,,"236,562","243,618","282,366","272,491","273,589","270,814","269,334",J_Deltafonds,5_Netwerkgebonden kosten en overige uitgaven
2016,J,M.H. Schultz van Haegen-Maas Geesteranus,Deltafonds,F,OWB,7,,Investeren in waterkwaliteit,Beleidsartikel,N,Programma,V,N,7,Investeren in waterkwaliteit,,,,0,"49,113","17,907","18,874","32,809","51,972","103,795",J_Deltafonds,7_Investeren in waterkwaliteit
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Niet toegedeeld,V,J,,,,,,"2,933,935","3,312,896","3,102,765","2,806,239","2,669,924","2,559,735","2,520,535",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,V,N,,,,Garantieprocesrisico's,,378,245,245,245,245,245,245,,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,U,J,,,,,,"3,210,167","3,312,896","3,102,765","2,806,239","2,669,924","2,559,735","2,520,535",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,100%,Belastingen,Beleidsartikel,J,Programma,U,J,,,,,,,,,,,,,,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,U,J,,,Rente,,,"223,783","273,750","232,390","170,390","150,390","115,390","115,390",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,U,N,,,Rente,Belasting- en invorderingsrente,,"223,783","273,750","232,390","170,390","150,390","115,390","115,390",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,U,J,,,Bekostiging,,,"5,668","5,914","5,914","5,914","5,914","5,914","5,914",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,U,N,,,Bekostiging,Proceskosten,,"3,865","3,536","3,536","3,536","3,536","3,536","3,536",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,U,N,,,Bekostiging,Overige programma-uitgaven,,"1,803","2,378","2,378","2,378","2,378","2,378","2,378",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,J,,,Personele uitgaven,,,"2,197,951","2,191,839","2,090,805","1,938,032","1,843,140","1,769,689","1,732,698",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,Waarvan eigen Personeel,,"1,957,091","2,001,750","1,920,364","1,807,041","1,715,899","1,643,698","1,606,707",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,N,,,Personele uitgaven,Waarvan Inhuur externen,,"240,860","190,089","170,441","130,991","127,241","125,991","125,991",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,J,,,Materiële uitgaven,,,"782,765","841,393","773,656","691,903","670,480","668,742","666,533",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,Waarvan ICT,,"237,586","261,217","240,673","226,378","218,396","215,134","214,634",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,Waarvan Bijdrage SSO's,,"211,555","191,040","185,412","157,892","149,024","150,700","151,208",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Apparaat,U,N,,,Materiële uitgaven,Waarvan Overige,,"333,624","389,136","347,571","307,633","303,060","302,908","300,691",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,O,J,,,,,,"116,225,745","115,444,118","116,447,338","122,238,960","127,657,664","132,992,487","138,519,905",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,O,J,,,,Programma-ontvangsten,,"116,204,039","115,421,444","116,415,523","122,201,095","127,620,349","132,955,322","138,482,740",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,O,N,,,,Belastingontvangsten,,"115,402,186","114,525,846","115,517,770","121,295,342","126,700,596","132,032,569","137,558,987",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,O,N,,,,Belasting- en invorderingsrente,,"372,452","440,000","441,500","447,900","459,800","461,500","461,700",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,O,N,,,,Ontvangsten boetes en schikkingen,,"218,885","238,322","238,977","240,577","242,677","243,977","244,777",,
2016,IXB,J.R.V.A. Dijsselbloem,Financien en Nationale Schuld,B,OWB,1,,Belastingen,Beleidsartikel,J,Programma,O,N,,,,Kosten vervolging,,"210,516","217,276","217,276","217,276","217,276","217,276","217,276",,
