"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam beleidsartikel","Financieel Instrument","Uitsplitsing Bijdrage","Ontvanger","Realisatie (*1000) per bijdrage"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Helmond","161,60"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeentehuis Veldhoven","1000,00"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Milieudienst Gemeente Groningen","216,95"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Milieudienst Gemeente Groningen","250,00"
"2014","XIII","Economische Zaken","18","Natuur, regio en ruimte","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Stadhuis Zutphen","948,44"
"2014","XV","Sociale Zaken en Werkgelegenheid","98","ALGEMEEN","Bijdrage aan medeoverheden","Verzameluitkering SZW","Min. Van Bzk En Koninkrijkrelaties","5633,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","1","Volksgezondheid","Bijdrage aan medeoverheden","Ziektepreventie","Caribisch Nederland","814,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","1","Volksgezondheid","Bijdrage aan medeoverheden","Gezondheidsbevordering","Gemeenten","14552,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","1","Volksgezondheid","Bijdrage aan medeoverheden","Ziektepreventie","Jgz","73,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","1","Volksgezondheid","Bijdrage aan medeoverheden","Gezondheidsbescherming","Overig","94,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","1","Volksgezondheid","Bijdrage aan medeoverheden","Ziektepreventie","Overig","97,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","5","Jeugd","Bijdrage aan medeoverheden","Noodzakelijke en passende zorg","Doeluitkering Jeugdzorg Provincies En Grootstedelijke Regio's","1263208,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","5","Jeugd","Bijdrage aan medeoverheden","Laagdrempelige ondersteuning bij het opvoeden en opgroeien","Overig","78,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","9","Algemeen","Bijdrage aan medeoverheden","Verzameluitkering Jeugd","Gemeenten","300,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","9","Algemeen","Bijdrage aan medeoverheden","Verzameluitkering Langdurige Zorg","Gemeenten","7838,00"
"2014","XVI","Volksgezondheid, Welzijn en Sport","9","Algemeen","Bijdrage aan medeoverheden","Verzameluitkering Sport","Gemeenten","421,00"
"2014","XVIII","Wonen en Rijksdienst","2","Woonomgeving en bouw","Bijdrage aan medeoverheden","Beleidsprogramma woonomgeving e.a.","Dienst Maatschappelijke Ontwikkeling","50,00"
"2014","XVIII","Wonen en Rijksdienst","2","Woonomgeving en bouw","Bijdrage aan medeoverheden","Beleidsprogramma woonomgeving e.a.","Gedeputeerde Staten Prov Zeeland","75,00"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Den Haag","720,00"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Ministerie Van Binnenlandse Zaken","243,17"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Ministerie Van Defensie (1)","1276,98"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Ministerie Van Venj","812,09"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Nationale Politie","155,55"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Politie Zeeland","64,84"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Politieacademie","200,00"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Rijksdienst Caribisch Nederland","17064,34"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Rijksdienst Voor Ondernemend Nederland","124,30"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Rijkswaterstaat Dienst Ijsselmeerge","2800,00"
"2014","VI","Veiligheid en Justitie","31","Nationale Politie","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Stichting Sona","668,12"
"2014","VI","Veiligheid en Justitie","32","Rechtspleging en rechtsbijstand","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Overig","47,92"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Overig","1746,13"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Belastingdienst / Sap","4,69"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Brabantse Delta","6,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Bureau Raad Voor De Rechtspraak","33,44"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Centraal Justitieel Incasso Bureau","12785,56"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Dvom","72,76"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Dvom/F","3062,15"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Ecp Nl","15,13"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Erasmus Universiteit Rotterdam","56,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gedep. St. Friesland","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gedeputeerde Staten Van De Provincie Noord-Holland","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeenschappelijk Hof","706,19"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Apeldoorn","18,26"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Amsterdam (1)","647,46"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Den Haag -Ocw Hoofdrek.","916,14"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Ede","58,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Emmen","735,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Enschede (1)","563,29"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Haarlem, Stadhuis","774,11"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Lelystad","78,67"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Maastricht","735,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Nieuwegein","52,43"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Spijkenisse","0,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Tilburg","1335,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Tilburg Bedrijven","526,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Apeldoorn","18,26"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Arnhem","126,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Eindhoven","735,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Rotterdam","735,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeentehuis Capelle Aan Den Ijssel","16,87"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeentehuis Veldhoven","65,80"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Hoogheemraadschap De Stichtse Rijnlanden","12,50"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Hoogheemraadschap Hollandse Noorderkwartier","10,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Hoogheemraadschap Van Delfland","17,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Hoogheemraadschap Van Rijnland","6,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Justitiele Informatiedienst","179,88"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Ministerie Van Binnenlandse Zaken","734,98"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Nationale Politie","4155,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Nederlands Forensisch Instituut","1000,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Nicis Institute","387,72"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Nl Confidential","22,43"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Openbaar Ministerie Parket Procureu","660,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Parkeerbedrijf Gemeente Utrecht","815,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Politie Eenheid Oost-Nederland","0,06"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Politieacademie","221,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Postcode.Nl B.V.","1,19"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Drenthe","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Flevoland","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Gelderland","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Groningen","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Limburg","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Noord Brabant","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Overijssel","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Utrecht","75,34"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Zeeland","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Provincie Zuid-Holland","75,21"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Raad Voor De Rechtshandhaving","120,34"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Rdw","62,10"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Rijksdienst Caribisch Nederland","1537,34"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","St. Aanpak Voertuigcriminaliteit","20,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Stichting De Kern","18,74"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Stichting Scholengemeenschap Bonaire","8,03"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Stichting Stimulans Welzijn","27,10"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Stichting Waternet","39,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Strafbeschikking Milieu En Keur","4,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Strafbeschikking Van Rivierenland","20,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Trimbos Instituut","9,99"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Universiteit Leiden Campus Den Haag","5,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Var, Vereniging Voor Bestuursrecht","0,18"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Voog","0,66"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Vts Politie Nederland Inzake Ict-Service Coöperatie Politie Justitie En Veiligheid U.A.","0,05"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Vts Politie Nederland, Vestiging De Bilt 1","0,24"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Aa En Maas","3,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap De Dommel","3,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Fryslan","10,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Groot Salland","5,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Hollandse Delta","3,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Hunze En Aa's","2,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Noorderzijlvest","4,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Peel Maasvallei","2,50"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Reest En Wieden","2,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Roer En Overmaas","2,50"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Scheldestroom","3,75"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Schieland / Krimpenerwaard","6,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Vallei & Veluwe","16,25"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Velt En Vecht","10,00"
"2014","VI","Veiligheid en Justitie","33","Veiligheid en criminaliteitsbestrijding","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Waterschap Zuiderzeeland","5,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Overig","3177,27"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Dienst Wonen Zorg En Samenleven","342,29"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Dvom","235,85"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Almelo","18,60"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Almere","337,07"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Amersfoort","35,78"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Amsterdam","96,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Amsterdam (1)","30,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Breda","314,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Den Haag","239,78"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Den Haag -Ocw Hoofdrek.","88,64"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Ede","46,59"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Eindhoven","159,71"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Enschede","55,60"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Groningen","79,56"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Hengelo","38,76"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Leeuwarden","84,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Rotterdam","125,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Tilburg","183,54"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente Zoetermeer","60,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Nijmegen","30,72"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Gemeente  Rotterdam","142,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Immigratie- En Naturalisatiedienst","74,64"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Klpd","157,00"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Nationale Politie","1623,03"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Parkeerbedrijf Gemeente Utrecht","152,92"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Politieacademie","49,85"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Rechtbank Amsterdam","38,17"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Regio Twente","52,40"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Regiopolitie Groningen","4,82"
"2014","VI","Veiligheid en Justitie","34","Sanctietoepassing","Bijdrage aan medeoverheden","Algemene uitkering ca en de aanvullende uitkeringen","Sector Gw Centraal","240,70"
