"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam beleidsartikel","Financieel Instrument","Uitsplitsing Bijdrage","Ontvanger","Realisatie (*1000) per bijdrage"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Hof Van Twente","54,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Hollands Kroon","76,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Hoogeveen","898,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Hoogezand-Sappemeer","787,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Hoorn","984,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Horst Aan De Maas","10,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Houten","108,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Huizen","146,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Hulst","67,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Ijsselstein","326,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Kaag En Braassem","121,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Kampen","298,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Kapelle","41,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Katwijk","742,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Kerkrade","482,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Kollumerland","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Korendijk","16,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Krimpen Aan Den Ijssel","22,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Laarbeek","41,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Landerd","10,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Landgraaf","64,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Langedijk","80,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Lansingerland","204,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leek","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leerdam","769,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leeuwarden","1367,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leeuwarderadeel","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leiden","3226,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leiderdorp","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leidschendam-Voorburg","697,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Lelystad","2488,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leudal","13,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Leusden","41,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Lingewaard","35,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Lochem","172,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Loon Op Zand","153,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Lopik","48,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Loppersum","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Losser","95,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Maasdonk","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Maasdriel","29,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Maasgouw","13,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Maassluis","936,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Maastricht","2817,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Marum","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Medemblik","70,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Meerssen","35,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Menameradiel","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Menterwolde","60,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Meppel","561,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Middelburg","402,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Midden-Delfland","16,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Midden-Drenthe","76,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Mill En Sint   Hubert","13,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Moerdijk","220,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Molenwaard","64,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Montferland","105,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Montfoort","48,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Muiden","51,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Naarden","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Neder-Betuwe","140,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nederlek","10,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nederweert","64,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Neerijnen","48,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nieuwegein","745,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nieuwkoop","35,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nijkerk","423,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nijmegen","4025,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Noord-Beveland","48,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Noordenveld","29,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Noordoostpolder","901,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Noordwijk","38,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Noordwijkerhout","10,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nuenen","22,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nunspeet","67,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Nuth","10,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oegstgeest","10,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oirschot","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oisterwijk","150,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oldambt","121,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oldebroek","134,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oldenzaal","169,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Olst-Wijhe","38,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Ommen","22,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Onderbanken","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oosterhout","922,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oost-Gelre","165,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Ooststellingwerf","111,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Opmeer","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Opsterland","99,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oss","967,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oude Ijsselstreek","343,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Ouder-Amstel","92,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Ouderkerk","45,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Oudewater","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Overbetuwe","41,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Papendrecht","146,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Peel En Maas","108,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Pekela","270,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Pijnacker-Nootdorp","105,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Purmerend","537,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Putten","172,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Raalte","86,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Reimerswaal","270,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Renkum","105,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rheden","281,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rhenen","274,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Ridderkerk","506,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rijnwaarden","45,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rijssen-Holten","165,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rijswijk","645,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Roerdalen","76,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Roermond","1937,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Roosendaal","2183,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rotterdam Rso","55340,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Rucphen","172,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schagen","38,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schermer","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schiedam","5438,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schijndel","150,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schinnen","57,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schoonhoven","92,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Schouwen-Duiveland","60,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente 'S-Gravenhage","40633,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente 'S-Hertogenbosch","4463,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Sint-Michielsgestel","64,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Sint-Oedenrode","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Sittard-Geleen","1599,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Sliedrecht","392,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Sluis","45,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Smallingerland","544,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Soest","596,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Someren","70,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Son En Breugel","38,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Spijkenisse","648,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Stadskanaal","451,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Staphorst","210,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Stede Broec","115,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Steenbergen","51,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Steenwijkerland","121,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Stein","57,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Stichtse Vecht","127,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Strijen","13,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Sudwest Fryslan","172,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Terneuzen","704,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Terschelling","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Teylingen","64,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Tholen","115,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Tiel","1314,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Tilburg","7208,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Tubbergen","38,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Twenterand","270,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Tytsjerksteradiel","86,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Uden","281,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Uithoorn","216,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Urk","146,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Utrecht","18637,00"
