"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam artikel","Kostensoort","Realisatie (*Eu 1000)"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Gratificaties","348,93"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","391,93"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Personeelsevenementen, - bijeenkomsten en recepties","58,78"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Personeelsevenementen, - bijeenkomsten en recepties","5,09"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Post-, koeriers- en transportdiensten","146,56"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Relatiegeschenken (niet voor eigen personeel)","59,09"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Representatie voor eigen personeel","12,95"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Salaris, vakantie- en eindejaarsuitkering ","53024,78"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Studie en opleiding","752,57"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Toelagen, toeslagen en vergoedingen","3801,79"
2015,"X","Ministerie van Defensie",10.31,"MIVD","uitzendkrachten","296,14"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Vakliteratuur, abonnementen en overige informatie","110,07"
2015,"X","Ministerie van Defensie",10.31,"MIVD","vertaaldiensten","12,80"
2015,"X","Ministerie van Defensie",10.41,"Pensioenen en uitkeringen","Wachtgelden, inactiviteitswedden en SBK-gelden","1219738,00"
2015,"X","Ministerie van Defensie",10.42,"Wachtgelden, inactiviteitswedden en SBK-gelden","Bovenwettelijke uitkering, wachtgelden","10742,00"
2015,"X","Ministerie van Defensie",10.42,"Wachtgelden, inactiviteitswedden en SBK-gelden","Wachtgelden, inactiviteitswedden en SBK-gelden","159162,00"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement"," Reis- en Verblijfkosten","3962,58"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Aan externe partijen uitbestede ICT-dienstverlening ","57,34"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Aanschaf Hardware","186,10"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Accountancy, financiën en administratieve organisatie","827,97"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","4975,13"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Advisering opdrachtgevers over automatiseringsvraagstukken","1760,92"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Afvalzorgmanagement","59,29"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Bankdiensten","23,28"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Beheer & Onderhoud hardware ","483,52"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Beheer, Onderhoud programmatuur & Software","7194,29"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Benodigdheden en hulpmiddelen","505,71"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Bijdrage aan SSO","60037,01"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Communicatieadvisering","417,42"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Consumptieve diensten","53,92"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Diversen communicatie","1065,87"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Documentmanagement -ontwikkeling en -verwerking","561,90"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Gebruik en onderhoud gebouw en terreinen","5,30"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Gratificaties","687,94"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Inbesteding materieel","11024,63"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Inrichting gebouwen","2226,13"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Instroom, doorstroom en uitstroom van personeel","5561,67"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Interim–management","1320,99"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Juridisch advies","1724,39"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","3591,12"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Organisatie- en formatieadvies","519,48"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Overige ICT","16124,63"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Pensioenpremies","18562,05"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Personeelsevenementen, - bijeenkomsten en recepties","604,25"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Post-koerier en transportdiensten","50,43"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Representatie voor eigen personeel","479,70"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Risicobeheersing","88,36"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Salaris, vakantie- en eindejaarsuitkering ","136186,96"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Schoonmaken","3,22"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Sociale lasten en bijdrage zorgverzekeringswet","13824,11"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Spraak en Data Verbindingen","1259,94"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Studie en opleiding","3572,24"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Toelagen, toeslagen en vergoedingen","3919,04"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitbesteding capaciteit accountancy en financiën","58,86"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitbesteding capaciteit beleidsadvies en onderzoeksopdr.","150,75"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitbesteding capaciteit organisatie- en formatieadvies","294,93"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitbesteding overig","4430,50"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitgaven sociaal flankerend beleid","1162,64"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Uitzendkrachten","946,73"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Vakliteratuur, abonnementen en overige informatie","358,86"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verblijf extern ","576,97"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verbruik van energie en water","14,09"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Vergoedingen voor inbesteding personeel ","5050,39"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verhuiskosten (binnen- en buitenland)","16,37"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verhuizen","7,64"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Verwerven en afstoten","94,58"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Wachtgelden","9115,11"
2015,"XII","Infrastructuur en Milieu",98,"Apparaatsuitgaven Kerndepartement","Wagenpark","397,75"
2015,"XIII","Economische zaken",40,"Apparaat","Aanschaf Hardware","142,32"
2015,"XIII","Economische zaken",40,"Apparaat","Aanschaf programmatuur & software","1703,58"
2015,"XIII","Economische zaken",40,"Apparaat","Accountancy, financiën en administratieve organisatie","24,23"
2015,"XIII","Economische zaken",40,"Apparaat","Advisering en eventueel explorerend onderzoek","964,15"
2015,"XIII","Economische zaken",40,"Apparaat","Advisering opdrachtgevers over automatiseringsvraagstukken","1734,76"
2015,"XIII","Economische zaken",40,"Apparaat","Afvalzorgmanagement","12,85"
2015,"XIII","Economische zaken",40,"Apparaat","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","26,99"
2015,"XIII","Economische zaken",40,"Apparaat","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","1057,12"
2015,"XIII","Economische zaken",40,"Apparaat","Bankdiensten","202,08"
2015,"XIII","Economische zaken",40,"Apparaat","Beheer, Onderhoud programmatuur & Software","2853,10"
2015,"XIII","Economische zaken",40,"Apparaat","Benodigdheden en hulpmiddelen","1034,72"
2015,"XIII","Economische zaken",40,"Apparaat","Benodigdheden en hulpmiddelen","12,29"
2015,"XIII","Economische zaken",40,"Apparaat","Bijdrage SSO","98325,13"
2015,"XIII","Economische zaken",40,"Apparaat","Bovenwettelijke uitkering, wachtgelden","8281,25"
2015,"XIII","Economische zaken",40,"Apparaat","Communicatieadvisering","919,83"
2015,"XIII","Economische zaken",40,"Apparaat","Consumptieve diensten","1156,78"
2015,"XIII","Economische zaken",40,"Apparaat","Diversen communicatie","742,27"
2015,"XIII","Economische zaken",40,"Apparaat","Documentmanagement Documentontwikkeling en -verwerking","301,14"
2015,"XIII","Economische zaken",40,"Apparaat","Gebruik en onderhoud gebouw en terreinen","5540,92"
2015,"XIII","Economische zaken",40,"Apparaat","Inrichting van Gebouwen","607,69"
2015,"XIII","Economische zaken",40,"Apparaat","Instroom, doorstroom en uitstroom van personeel","91,11"
2015,"XIII","Economische zaken",40,"Apparaat","Interim–management","85,31"
2015,"XIII","Economische zaken",40,"Apparaat","Juridisch advies","49,66"
2015,"XIII","Economische zaken",40,"Apparaat","Landsadvocaat","2631,63"
2015,"XIII","Economische zaken",40,"Apparaat","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","3151,60"
2015,"XIII","Economische zaken",40,"Apparaat","Organisatie- en formatieadvies","82,85"
2015,"XIII","Economische zaken",40,"Apparaat","Overige uitgaven","24,07"
2015,"XIII","Economische zaken",40,"Apparaat","Post-, Koeriers- en transportdiensten","337,33"
2015,"XIII","Economische zaken",40,"Apparaat","Reis- en Verblijfkosten","6590,11"
2015,"XIII","Economische zaken",40,"Apparaat","Relatiegeschenken (niet voor eigen personeel)","137,68"
2015,"XIII","Economische zaken",40,"Apparaat","Representatie voor eigen personeel","1474,12"
2015,"XIII","Economische zaken",40,"Apparaat","Risicobeheersen","350,96"
2015,"XIII","Economische zaken",40,"Apparaat","Salaris, vakantie- en eindejaarsuitkering","210736,51"
2015,"XIII","Economische zaken",40,"Apparaat","Schadevergoeding","4,72"
2015,"XIII","Economische zaken",40,"Apparaat","Schoonmaken","536,69"
2015,"XIII","Economische zaken",40,"Apparaat","Sociale lasten en bijdrage zorgverzekeringswet","-488,61"
2015,"XIII","Economische zaken",40,"Apparaat","Spraak en Data Verbindingen","1555,99"
2015,"XIII","Economische zaken",40,"Apparaat","Studie en opleiding","4678,07"
2015,"XIII","Economische zaken",40,"Apparaat","Toelagen, toeslagen en vergoedingen","-10021,48"
2015,"XIII","Economische zaken",40,"Apparaat","Uitbesteden beleidsadvies- en onderzoeksopdrachten","4675,88"
2015,"XIII","Economische zaken",40,"Apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","1599,88"
2015,"XIII","Economische zaken",40,"Apparaat","Uitgaven sociaal flankerend beleid","13871,83"
2015,"XIII","Economische zaken",40,"Apparaat","Uitzendkrachten","4503,11"
2015,"XIII","Economische zaken",40,"Apparaat","Vakliteratuur, abonnementen en overige informatie","916,36"
2015,"XIII","Economische zaken",40,"Apparaat","Verbruik van energie en water","128,80"
2015,"XIII","Economische zaken",40,"Apparaat","Verhuiskosten (binnen- en buitenland)","139,31"
2015,"XIII","Economische zaken",40,"Apparaat","Verhuizen","66,32"
2015,"XIII","Economische zaken",40,"Apparaat","Vertaaldiensten","370,08"
2015,"XIII","Economische zaken",40,"Apparaat","Verwerven en afstoten","321,17"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Aanschaf Hardware","45,10"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Aanschaf programmatuur & software","112,71"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Accountancy, financiën en administratieve organisatie","1388,72"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Advisering opdrachtgevers over automatiseringsvraagstukken","2221,04"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Afvalzorgmanagement","6,79"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","385,59"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Bankdiensten ","61,39"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Beheer & Onderhoud hardware ","5931,99"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Beheer, Onderhoud programmatuur & Software","6178,00"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Beleidsadvies","1155,31"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Benodigdheden en hulpmiddelen","1376,91"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Bovenwettelijke uitkering, wachtgelden","1028,97"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Communicatieadvisering","600,45"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Consumptieve diensten ","420,30"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Diversen communicatie","747,80"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Documentmanagement Documentontwikkeling en -verwerking","493,89"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Evenementen en congresorganisatie","112,40"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Functioneel leeftijdsontslag","1861,26"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Gebruik en onderhoud gebouw en terreinen","311,00"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Gratificaties","1324,70"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Inbesteding materieel","69,38"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Inbesteding SSO","81784,00"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Inrichting van Gebouwen","102,47"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Instroom, doorstroom en uitstroom van personeel","161,70"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Interim–management","72,08"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Juridisch advies","73,27"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Landsadvocaat","574,24"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","76,60"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Opdrachten","110,00"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Organisatie- en formatieadvies","172,09"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Personeelsevenementen, - bijeenkomsten en recepties","688,15"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Post-, Koeriers- en transportdiensten","102,02"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Reis- en Verblijfkosten","5440,22"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Relatiegeschenken (niet voor eigen personeel)","24,64"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Representatie voor eigen personeel","275,20"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Risicobeheersen","1032,16"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Salaris, vakantie- en eindejaarsuitkering","126346,57"
2015,"XV","Ministerie van Sociale Zaken en Werkgelegenheid",96,"APPARAAT","Schoonmaken","146,28"
